ID,NED identifier or alternate ID,I/O,year,type,line,z_opt,ez_opt,z_line,ez_line,FWHM,eFWHM,SdV,eSdV,u,eu,reference,Comments,Literature L’ [K km/s pc2],Literature eL’ [K km/s pc2],Literature LIR(8-1000micron) [Lsun],Literature eLIR(8-1000micron) [Lsun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2007,QSO   ,12CO(4-3),3.9122,0.0001,3.9115,0.001,490,60,3.7,0.4,4,-999,Weiss et al. (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2007,QSO   ,12CO(4-3)         ,3.9122,0.0001,3.9118,0.0003,470,17,3.8,0.4,4,-999,Weiss et al. (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,1999,QSO,12CO(4-3)         ,3.9122,0.0001,3.9114,0.0003,480,35,3.7,0.5,4,-999,Downes et al. (1999)        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2007,QSO   ,12CO(6-5),3.9122,0.0001,3.9113,0.0008,445,40,7.3,0.7,4,-999,Weiss et al. (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2007,QSO   ,12CO(9-8),3.9122,0.0001,3.9111,0.0006,480,40,11.1,2.2,4,-999,Weiss et al. (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2007,QSO   ,12CO(9-8),3.9122,0.0001,3.9119,0.0003,460,22,12.5,2.5,4,-999,Weiss et al. (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,1999,QSO,12CO(9-8)         ,3.9122,0.0001,3.9109,0.0002,-999,-999,9.1,0.8,4,-999,Downes et al. (1999)        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2007,QSO   ,12CO(10-9),3.9122,0.0001,3.911,0.0015,480,90,11.9,2.4,4,-999,Weiss et al. (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2007,QSO   ,12CO(11-10),3.9122,0.0001,3.9101,0.0015,520,50,10.4,2.1,4,-999,Weiss et al. (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2007,QSO   ,HCN(5-4),3.9122,0.0001,3.9121,0.0004,400,40,0.85,0.17,4,-999,Weiss et al. (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2006,QSO   ,[CI]609,3.9122,0.0001,3.913,0.0005,386,67,0.93,0.13,4,-999,Wagg et al. (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,0,2011,QSO,[CI]370,3.9122,0.0001,-999,-999,-999,-999,1.1,99,4,-999,Walter et al. (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,0,2006,QSO   ,H2O(1_10-1_01),3.9122,0.0001,-999,-999,-999,-999,0.7,99,4,-999,Wagg et al. (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXJ0911.4+0551,,1,2011,QSO   ,12CO(1-0),2.8,-999,2.7961,0.0001,111,19,0.205,0.029,22,-999,Riechers et al. (2011f),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXJ0911.4+0551,,1,2004,QSO   ,12CO(3-2)   ,2.8,-999,2.796,0.001,350,60,2.9,1.1,21.8,-999,Hainline et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXJ0911.4+0551,,1,2013,QSO   ,12CO(7-6),2.8,-999,2.796,0.001,119.9,14.4,6.1,1.0,18.1,3.6,Anh et al. (2013),,4.36E+10,8.0E+09,2.73E+13,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXJ0911.4+0551,,1,2007,QSO,HCN(1-0),2.8,-999,-999,-999,550,-999,0.029,99,21.8,-999,Gao et al. (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXJ0911.4+0551,,1,2011,QSO   ,[CI]609,2.8,-999,-999,-999,140,25,2.1,0.3,21.8,-999,Walter et al. (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXJ0911.4+0551,,1,2011,QSO   ,[CI]370,2.8,-999,-999,-999,145,30,2.3,0.4,21.8,-999,Walter et al. (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS092721.82+200123.7,,1,2007,QSO   ,12CO(5-4),5.77,0.03,5.7722,0.0066,610,110,0.44,0.07,1,-999,Carilli et al. (2007)       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS092721.82+200123.7,,1,2007,QSO   ,12CO(6-5),5.77,0.03,5.7722,0.0066,550,150,0.69,0.13,1,-999,Carilli et al. (2007)       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0957+561-A-red,,0,2004,QSO,12CO(2-1),1.413,-999,1.4238,-999,160,20,0.34,0.06,1.5,-999,Krips et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0957+561-A-red,,0,1999,QSO   ,12CO(2-1)         ,1.413,-999,1.4238,-999,160,-999,0.3,-999,1.5,-999,Planesas et al. (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0957+561-A-blue,,0,1999,QSO   ,12CO(2-1)         ,1.413,-999,1.4141,-999,380,-999,0.45,-999,1.7,-999,Planesas et al. (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0957+561-B,,0,2004,QSO,12CO(2-1),1.413,-999,1.4116,-999,280,50,0.61,0.06,4.3,-999,Krips et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0957+561-B,,0,1999,QSO   ,12CO(2-1),1.413,-999,1.4116,-999,500,-999,1.22,-999,4.3,-999,Planesas et al. (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSMOS_J100038+020822,,1,2008,QSO   ,12CO(2-1),1.8288,0.0038,1.8275,0.0013,406,31,1.33,-999,1,-999,Aravena et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSMOS_J100038+020822,,1,2008,QSO   ,12CO(4-3),1.8288,0.0038,1.8275,0.0013,427,73,3.81,-999,1,-999,Aravena et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSMOS_J100038+020822,,1,2008,QSO   ,12CO(5-4),1.8288,0.0038,1.8275,0.0013,397,161,4.87,-999,1,-999,Aravena et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSMOS_J100038+020822,,1,2008,QSO   ,12CO(6-5),1.8288,0.0038,1.8275,0.0013,443,75,4.86,-999,1,-999,Aravena et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS1002+4400,,1,2008,QSO   ,12CO(3-2)   ,2.1015,0.001,2.1015,0.0007,640,160,1.7,0.3,1,-999,Coppin et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,1992,QSO   ,12CO(1-0)     ,2.2856,0.0003,-999,-999,-999,-999,2.9,0.5,12,-999,Tsuboi et al. (1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,2011,QSO   ,12CO(1-0)     ,2.2856,0.0003,2.2853,0.0001,169,39,0.434,0.047,17,-999,Riechers et al. (2011f),EVLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,2011,QSO   ,12CO(1-0)     ,2.2856,0.0003,2.2856,0.0001,184,29,0.337,0.045,17,-999,Riechers et al. (2011f),GBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,1992,QSO   ,12CO(3-2)   ,2.2856,0.0003,-999,-999,150,-999,4.4,0.7,12,-999,Tsuboi et al. (1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,1995,QSO   ,12CO(3-2)   ,2.2856,0.0003,2.2854,0.0001,220,30,4.2,0.8,12,-999,Downes et al. (1995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,1992,QSO   ,12CO(3-2)   ,2.2856,0.00003,2.2855,0.0003,230,30,4.1,0.9,12,-999,Solomon et al. (1992b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,1995,QSO   ,12CO(3-2)   ,2.2856,0.0003,2.2854,0.0001,220,30,4.2,0.8,12,-999,Downes et al. (1995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,1992,QSO   ,12CO(3-2)   ,2.2856,0.0003,-999,-999,150,-999,4.4,0.7,12,-999,Tsuboi et al. (1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,1992,QSO,12CO(6-5)     ,2.2856,0.0003,2.2857,0.0003,240,30,9.4,2,12,-999,Solomon et al. (1992b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,-999,QSO,12CO(7-6),2.2856,0.0003,-999,-999,210,40,7.1,2,12,-999,Downes & Solomon in prep??  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,2008,QSO,12CO(7-6),2.2856,0.0003,-999,-999,248,30,5.43,0.56,12,-999,Ao et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,2004,QSO   ,HCN(1-0),2.2856,0.0003,2.2858,0.0002,140,30,0.05,0.01,12,-999,Vanden Bout et al. (2004)   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,2005,QSO   ,[CI]609,2.2856,0.0003,-999,-999,160,30,1.6,0.2,12,-999,Weiss et al. (2005a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,2008,QSO,[CII]158     ,2.2856,0.0003,-999,-999,182,30,4.59,0.66,12,-999,Ao et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRASF10214+4724,,1,2010,QSO,[OIII]52,2.2856,0.0003,-999,-999,300,100,11,4,12,-999,Sturm et al. (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ104433.04−012502.2,,1,2013,QSO,12CO(6-5),-999,-999,5.7824,0.0007,160,60,0.21,0.04,1,-999,Wang et al. (2013),,-999,-999,5.5E+12,7.0E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ104433.04−012502.2,,1,2013,QSO,[CII]158,-999,-999,5.7874,0.0007,420,80,1.70,0.30,1,-999,Wang et al. (2013),,-999,-999,5.5E+12,7.0E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1148+5251,,0,2003,QSO   ,12CO(1-0)    ,6.419,0.001,-999,-999,-999,-999,0.11,99,1,-999,Bertoldi et al. (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1148+5251,,1,2003,QSO   ,12CO(3-2)   ,6.419,0.001,6.418,0.004,320,-999,0.18,0.04,1,-999,Walter et al. (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1148+5251,,1,2003,QSO   ,12CO(6-5),6.419,0.001,6.4187,0.0006,279,-999,0.73,0.076,1,-999,Bertoldi et al. (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1148+5251,,1,2003,QSO   ,12CO(7-6),6.419,0.001,6.4192,0.0009,279,-999,0.64,0.088,1,-999,Bertoldi et al. (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1148+5251,,0,2007,QSO   ,HCN(2-1),6.419,0.001,-999,-999,-999,-999,0.006,99,1,-999,Riechers et al. (200b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1148+5251,,0,2009,QSO   ,NII(1-0),6.419,0.001,-999,-999,-999,-999,0.47,99,1,-999,Walter et al. (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRI1202-0725,,1,2006,QSO   ,12CO(1-0),4.69,0.01,4.6949,0.0003,333,30,0.12,0.01,1,-999,Riechers et al. (2006c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRI1202-0725,,1,1996,QSO   ,12CO(4-3)    ,4.69,0.01,-999,-999,280,30,1.5,0.3,1,-999,Omont et al. (1996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRI1202-0725N,,0,2002,QSO   ,12CO(2-1),4.69,0.01,-999,-999,-999,-999,0.26,0.05,1,-999,Carilli et al. (2002a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRI1202-0725S,,0,2002,QSO   ,12CO(2-1)    ,4.69,0.01,-999,-999,-999,-999,0.23,0.04,1,-999,Carilli et al. (2002a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXJ121803.82+470854.6,,0,2008,QSO   ,12CO(2-1),1.7416,-999,-999,-999,-999,-999,0.6,99,1,-999,Coppin et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ123716.01+620323.3,,0,2008,QSO   ,12CO(3-2)   ,2.0568,0.0013,-999,-999,-999,-999,0.3,99,1,-999,Coppin et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXJ124913.86-055906.2,,1,2008,QSO   ,12CO(3-2)   ,2.24,0.01,2.247,0.0016,1090,340,1.3,0.4,1,-999,Coppin et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULAS J131911.29+095051.4,,1,2013,QSO,12CO(6-5),-999,-999,6.1321,0.0012,537,123,0.43,0.09,1,-999,Wang et al. (2013),,-999,-999,1.1E+13,1.3E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULAS J131911.29+095051.4,,1,2013,QSO,[CII]158,-999,-999,6.1330,0.0007,515,81,4.34,0.60,1,-999,Wang et al. (2013),,-999,-999,1.1E+13,1.3E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRI1335-0417,,1,1997,QSO   ,12CO(5-4),4.398,0.028,4.4074,0.0015,420,60,2.8,0.3,1,-999,Guilloteau et al. (1997)    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRI1335-0417N,,0,2002,QSO   ,12CO(2-1),4.398,0.028,-999,-999,-999,-999,0.45,0.14,1,-999,Carili et al. (2002a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRI1335-0417S,,0,2002,QSO   ,12CO(2-1)     ,4.398,0.028,-999,-999,-999,-999,0.67,0.14,1,-999,Carili et al. (2002a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCVJ14096+5628,,1,2004,QSO   ,12CO(3-2)   ,2.5758,0.0001,2.585,0.001,370,60,2.4,0.7,1,-999,Hainline et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCVJ14096+5628,,1,2004,QSO   ,12CO(3-2)   ,2.5758,0.0001,2.5832,0.0001,311,28,2.3,0.2,1,-999,Beelen et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCVJ14096+5628,,0,2004,QSO   ,12CO(7-6)         ,2.5758,0.0001,-999,-999,-999,-999,4.1,1,1,-999,Beelen et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCVJ14096+5628,,1,2005,QSO   ,HCN(1-0),2.5758,0.0001,-999,-999,177,80,0.013,0.004,1,-999,Carilli et al. (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,2011,QSO   ,12CO(1-0),2.5582,0.0003,2.5564,0.0004,468,94,1.378,0.25,11,-999,Riechers et al. (2011f),EVLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,2011,QSO   ,12CO(1-0),2.5582,0.0003,2.5578,0.0001,470,27,1.358,0.065,11,-999,Riechers et al. (2011f),GBT/S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
